timestamp,GSR
1745540533.3964813,104
1745540533.5008433,101
1745540533.6052318,99
1745540533.7096267,100
1745540533.8139586,99
1745540533.9182847,99
1745540534.022625,100
1745540534.126976,102
1745540534.2312903,101
1745540534.3356662,101
1745540534.439987,101
1745540534.5442967,102
1745540534.6486366,103
1745540534.753008,103
1745540534.8573625,104
1745540534.9616683,104
1745540535.065978,104
1745540535.1702907,105
1745540535.2745976,105
1745540535.3789015,105
1745540535.4832082,106
1745540535.5875385,106
1745540535.6918907,106
1745540535.7961957,107
1745540535.9005177,105
1745540536.004828,107
1745540536.1091313,107
1745540536.213436,108
1745540536.317742,106
1745540536.4220757,108
1745540536.5264397,108
1745540536.630783,108
1745540536.735636,108
1745540536.8399506,110
1745540536.9442651,112
1745540537.048634,113
1745540537.1529408,114
1745540537.2573025,114
1745540537.3616261,114
1745540537.4659357,114
1745540537.5702572,115
1745540537.6799862,114
1745540537.792469,114
1745540537.9051173,115
1745540538.009573,114
1745540538.1139524,115
1745540538.2183259,115
1745540538.3226418,115
1745540538.4269595,115
1745540538.5312655,115
1745540538.6355932,116
1745540538.7399476,116
1745540538.844252,116
1745540538.9487846,118
1745540539.0533679,116
1745540539.1578665,116
1745540539.262362,117
1745540539.3668883,118
1745540539.471277,119
1745540539.5758088,119
1745540539.6803043,119
1745540539.784918,119
1745540539.8894165,120
1745540539.993993,121
1745540540.0986085,121
1745540540.2031038,121
1745540540.3076582,122
1745540540.4121463,122
1745540540.516636,122
1745540540.621135,122
1745540540.725635,123
1745540540.8301141,123
1745540540.9346206,123
1745540541.0391293,123
1745540541.143634,124
1745540541.2481136,123
1745540541.352615,124
1745540541.4571598,123
1745540541.5616448,123
1745540541.666159,124
1745540541.770676,124
1745540541.8751695,124
1745540541.9796717,124
1745540542.0841706,124
1745540542.1887174,124
1745540542.2932146,124
1745540542.3976862,124
1745540542.502171,124
1745540542.6066816,124
1745540542.711186,124
1745540542.815665,125
1745540542.9201975,125
1745540543.0329742,125
1745540543.1459062,125
1745540543.2588363,125
1745540543.3717737,125
1745540543.484721,126
1745540543.5977044,126
1745540543.7106178,126
1745540543.82355,127
